Team,Opponent,Year,Week,Home Team,Spread,Game Scoring Margin,Line For Rating,Line Against Rating,Rushing For Rating,Rushing Against Rating,Passing For Rating,Passing Against Rating,Opp Line For Rating,Opp Line Against Rating,Opp Rushing For Rating,Opp Rushing Against Rating,Opp Passing For Rating,Opp Passing Against Rating,Team DVOA,DVOA Diff,EGO,EGO to Spread Diff,EGO Pick,Right Pick,Spread to Result Difference,Spread Result Class
TEN,WAS,2006,6,0,12.0,3,17.0,100.0,23.0,0.0,34.0,59.0,11.0,84.0,41.0,74.0,46.0,37.0,-62.3,-80.5,-16.6,-4.600000000000001,-1,-1,15.0,1
WAS,TEN,2006,6,1,-12.0,-3,11.0,84.0,41.0,74.0,46.0,37.0,17.0,100.0,23.0,0.0,34.0,59.0,18.2,80.5,16.6,4.600000000000001,1,-1,-15.0,-1
ARI,OAK,2006,7,0,-3.0,-13,27.0,47.0,1.0,58.0,60.0,40.0,0.0,0.0,27.0,18.0,2.0,100.0,-32.9,19.0,1.71,-1.29,-1,1,-16.0,-1
ATL,PIT,2006,7,1,3.0,3,40.0,32.0,100.0,60.0,0.0,58.0,60.0,53.0,35.0,89.0,43.0,47.0,9.8,11.0,4.39,7.39,1,1,6.0,1
BUF,NWE,2006,7,1,5.5,-22,54.0,43.0,21.0,50.0,26.0,50.0,40.0,100.0,43.0,81.0,47.0,38.0,-10.1,-22.0,-2.34,3.16,1,-1,-16.5,-1
CAR,CIN,2006,7,0,3.0,-3,32.0,74.0,21.0,52.0,53.0,52.0,40.0,37.0,18.0,26.0,55.0,57.0,3.6,-4.6,-3.1,-0.10000000000000009,-1,0,0.0,0
CIN,CAR,2006,7,1,-3.0,3,40.0,37.0,18.0,26.0,55.0,57.0,32.0,74.0,21.0,52.0,53.0,52.0,8.2,4.6,3.1,0.10000000000000009,1,0,0.0,0
CLE,DEN,2006,7,1,4.5,-10,33.0,42.0,5.0,24.0,41.0,59.0,27.0,89.0,45.0,65.0,17.0,59.0,-21.0,-27.0,-3.38,1.12,1,-1,-5.5,-1
DAL,NYG,2006,7,1,-3.0,-14,40.0,63.0,51.0,100.0,49.0,45.0,40.0,68.0,51.0,53.0,77.0,48.0,14.6,-3.200000000000001,1.53,-1.47,-1,1,-17.0,-1
DEN,CLE,2006,7,0,-4.5,10,27.0,89.0,45.0,65.0,17.0,59.0,33.0,42.0,5.0,24.0,41.0,59.0,6.0,27.0,3.38,-1.12,-1,-1,5.5,1
DET,NYJ,2006,7,0,3.5,-7,21.0,30.0,3.0,73.0,74.0,20.0,10.0,47.0,18.0,22.0,46.0,36.0,-21.6,5.699999999999999,-1.02,2.48,1,-1,-3.5,-1
GNB,MIA,2006,7,0,5.5,10,53.0,89.0,13.0,65.0,78.0,0.0,43.0,30.0,15.0,74.0,55.0,73.0,-20.6,2.299999999999997,-1.71,3.79,1,1,15.5,1
HOU,JAX,2006,7,1,8.0,20,27.0,47.0,0.0,21.0,45.0,2.0,40.0,84.0,31.0,75.0,48.0,61.0,-39.2,-67.2,-12.04,-4.039999999999999,-1,-1,28.0,1
IND,WAS,2006,7,1,-8.5,14,13.0,89.0,27.0,0.0,75.0,83.0,16.0,87.0,38.0,56.0,46.0,38.0,4.6,-2.7,1.63,-6.87,-1,-1,5.5,1
JAX,HOU,2006,7,0,-8.0,-20,40.0,84.0,31.0,75.0,48.0,61.0,27.0,47.0,0.0,21.0,45.0,2.0,28.0,67.2,12.04,4.039999999999999,1,-1,-28.0,-1
KAN,SDG,2006,7,1,5.5,3,27.0,63.0,15.0,38.0,43.0,77.0,100.0,100.0,55.0,95.0,52.0,91.0,25.2,-16.3,-1.16,4.34,1,1,8.5,1
MIA,GNB,2006,7,1,-5.5,-10,43.0,30.0,15.0,74.0,55.0,73.0,53.0,89.0,13.0,65.0,78.0,0.0,-22.9,-2.299999999999997,1.71,-3.79,-1,1,-15.5,-1
MIN,SEA,2006,7,0,7.0,18,33.0,89.0,22.0,93.0,61.0,53.0,67.0,37.0,25.0,91.0,47.0,26.0,4.4,5.2,-1.12,5.88,1,1,25.0,1
NWE,BUF,2006,7,0,-5.5,22,40.0,100.0,43.0,81.0,47.0,38.0,54.0,43.0,21.0,50.0,26.0,50.0,11.9,22.0,2.34,-3.16,-1,-1,16.5,1
NYG,DAL,2006,7,0,3.0,14,40.0,68.0,51.0,53.0,77.0,48.0,40.0,63.0,51.0,100.0,49.0,45.0,17.8,3.200000000000001,-1.53,1.47,1,1,17.0,1
NYJ,DET,2006,7,1,-3.5,7,10.0,47.0,18.0,22.0,46.0,36.0,21.0,30.0,3.0,73.0,74.0,20.0,-27.3,-5.699999999999999,1.02,-2.48,-1,-1,3.5,1
OAK,ARI,2006,7,1,3.0,13,0.0,0.0,27.0,18.0,2.0,100.0,27.0,47.0,1.0,58.0,60.0,40.0,-51.9,-19.0,-1.71,1.29,1,1,16.0,1
PHI,TAM,2006,7,0,-6.0,-2,88.0,61.0,27.0,63.0,100.0,27.0,20.0,79.0,13.0,26.0,45.0,65.0,45.5,67.9,12.19,6.1899999999999995,1,-1,-8.0,-1
PIT,ATL,2006,7,0,-3.0,-3,60.0,53.0,35.0,89.0,43.0,47.0,40.0,32.0,100.0,60.0,0.0,58.0,-1.2,-11.0,-4.39,-7.39,-1,1,-6.0,-1
SDG,KAN,2006,7,0,-5.5,-3,100.0,100.0,55.0,95.0,52.0,91.0,27.0,63.0,15.0,38.0,43.0,77.0,41.5,16.3,1.16,-4.34,-1,1,-8.5,-1
SEA,MIN,2006,7,1,-7.0,-18,67.0,37.0,25.0,91.0,47.0,26.0,33.0,89.0,22.0,93.0,61.0,53.0,-0.8,-5.2,1.12,-5.88,-1,1,-25.0,-1
TAM,PHI,2006,7,1,6.0,2,20.0,79.0,13.0,26.0,45.0,65.0,88.0,61.0,27.0,63.0,100.0,27.0,-22.4,-67.9,-12.19,-6.1899999999999995,-1,-1,8.0,1
WAS,IND,2006,7,0,8.5,-14,16.0,87.0,38.0,56.0,46.0,38.0,13.0,89.0,27.0,0.0,75.0,83.0,7.3,2.7,-1.63,6.87,1,-1,-5.5,-1
ARI,GNB,2006,8,0,4.0,-17,44.0,48.0,0.0,55.0,51.0,45.0,67.0,87.0,21.0,73.0,69.0,0.0,-20.7,0.3000000000000007,-2.11,1.8900000000000001,1,-1,-13.0,-1
ATL,CIN,2006,8,0,4.5,2,47.0,43.0,100.0,70.0,0.0,41.0,47.0,43.0,21.0,40.0,52.0,62.0,-0.2,-4.6000000000000005,-3.1,1.4,1,1,6.5,1
BAL,NOR,2006,8,0,2.0,13,74.0,74.0,18.0,100.0,28.0,74.0,67.0,100.0,27.0,48.0,71.0,68.0,18.6,7.600000000000001,-0.63,1.37,1,1,15.0,1
CAR,DAL,2006,8,1,-5.5,-21,32.0,70.0,19.0,53.0,48.0,57.0,40.0,48.0,46.0,88.0,54.0,57.0,5.3,-15.8,-1.06,-6.5600000000000005,-1,1,-26.5,-1
CHI,SFO,2006,8,1,-16.5,31,74.0,91.0,20.0,96.0,59.0,82.0,34.0,69.0,32.0,48.0,43.0,33.0,46.7,73.2,16.26,-0.23999999999999844,-1,-1,14.5,1
CIN,ATL,2006,8,1,-4.5,-2,47.0,43.0,21.0,40.0,52.0,62.0,47.0,43.0,100.0,70.0,0.0,41.0,4.4,4.6000000000000005,3.1,-1.4,-1,1,-6.5,-1
CLE,NYJ,2006,8,1,-1.5,7,34.0,35.0,1.0,22.0,28.0,66.0,4.0,51.0,31.0,24.0,38.0,42.0,-22.5,-0.5,2.07,0.5699999999999998,1,1,5.5,1
DAL,CAR,2006,8,0,5.5,21,40.0,48.0,46.0,88.0,54.0,57.0,32.0,70.0,19.0,53.0,48.0,57.0,21.1,15.8,1.06,6.5600000000000005,1,1,26.5,1
DEN,IND,2006,8,1,-3.0,-3,47.0,87.0,49.0,79.0,13.0,73.0,14.0,96.0,29.0,7.0,81.0,82.0,9.0,1.7000000000000002,2.52,-0.48,-1,1,-6.0,-1
GNB,ARI,2006,8,1,-4.0,17,67.0,87.0,21.0,73.0,69.0,0.0,44.0,48.0,0.0,55.0,51.0,45.0,-21.0,-0.3000000000000007,2.11,-1.8900000000000001,-1,-1,13.0,1
HOU,TEN,2006,8,0,3.0,-6,20.0,56.0,7.0,28.0,41.0,30.0,0.0,87.0,31.0,0.0,24.0,62.0,-42.1,-2.3000000000000043,-2.64,0.3599999999999999,1,-1,-3.0,-1
IND,DEN,2006,8,0,3.0,3,14.0,96.0,29.0,7.0,81.0,82.0,47.0,87.0,49.0,79.0,13.0,73.0,7.3,-1.7000000000000002,-2.52,0.48,1,1,6.0,1
JAX,PHI,2006,8,0,8.0,7,34.0,87.0,31.0,70.0,33.0,65.0,90.0,66.0,38.0,64.0,100.0,51.0,31.7,-8.2,-3.83,4.17,1,1,15.0,1
KAN,SEA,2006,8,1,-5.0,7,40.0,65.0,21.0,44.0,39.0,74.0,80.0,35.0,21.0,77.0,45.0,44.0,4.3,0.0,2.17,-2.83,-1,-1,2.0,1
MIN,NWE,2006,8,1,2.5,-24,47.0,78.0,32.0,100.0,49.0,56.0,40.0,87.0,42.0,86.0,38.0,51.0,1.4,-8.7,0.41,2.91,1,-1,-21.5,-1
NOR,BAL,2006,8,1,-2.0,-13,67.0,100.0,27.0,48.0,71.0,68.0,74.0,74.0,18.0,100.0,28.0,74.0,11.0,-7.600000000000001,0.63,-1.37,-1,1,-15.0,-1
NWE,MIN,2006,8,0,-2.5,24,40.0,87.0,42.0,86.0,38.0,51.0,47.0,78.0,32.0,100.0,49.0,56.0,10.1,8.7,-0.41,-2.91,-1,-1,21.5,1
NYG,TAM,2006,8,1,-9.5,14,67.0,69.0,55.0,62.0,66.0,45.0,14.0,78.0,16.0,13.0,27.0,60.0,26.5,44.8,10.97,1.4700000000000006,1,1,4.5,1
NYJ,CLE,2006,8,0,1.5,-7,4.0,51.0,31.0,24.0,38.0,42.0,34.0,35.0,1.0,22.0,28.0,66.0,-22.0,0.5,-2.07,-0.5699999999999998,-1,1,-5.5,-1
OAK,PIT,2006,8,1,9.0,7,7.0,0.0,32.0,34.0,5.0,100.0,54.0,52.0,30.0,75.0,60.0,53.0,-51.7,-69.80000000000001,-12.61,-3.6099999999999994,-1,-1,16.0,1
PHI,JAX,2006,8,1,-8.0,-7,90.0,66.0,38.0,64.0,100.0,51.0,34.0,87.0,31.0,70.0,33.0,65.0,39.9,8.2,3.83,-4.17,-1,1,-15.0,-1
PIT,OAK,2006,8,0,-9.0,-7,54.0,52.0,30.0,75.0,60.0,53.0,7.0,0.0,32.0,34.0,5.0,100.0,18.1,69.80000000000001,12.61,3.6099999999999994,1,-1,-16.0,-1
SDG,STL,2006,8,1,-9.0,14,100.0,87.0,52.0,88.0,51.0,88.0,34.0,43.0,20.0,46.0,72.0,49.0,47.3,34.099999999999994,8.92,-0.08000000000000007,-1,-1,5.0,1
SEA,KAN,2006,8,0,5.0,-7,80.0,35.0,21.0,77.0,45.0,44.0,40.0,65.0,21.0,44.0,39.0,74.0,4.3,0.0,-2.17,2.83,1,-1,-2.0,-1
SFO,CHI,2006,8,0,16.5,-31,34.0,69.0,32.0,48.0,43.0,33.0,74.0,91.0,20.0,96.0,59.0,82.0,-26.5,-73.2,-16.26,0.23999999999999844,1,-1,-14.5,-1
STL,SDG,2006,8,0,9.0,-14,34.0,43.0,20.0,46.0,72.0,49.0,100.0,87.0,52.0,88.0,51.0,88.0,13.2,-34.099999999999994,-8.92,0.08000000000000007,1,-1,-5.0,-1
TAM,NYG,2006,8,0,9.5,-14,14.0,78.0,16.0,13.0,27.0,60.0,67.0,69.0,55.0,62.0,66.0,45.0,-18.3,-44.8,-10.97,-1.4700000000000006,-1,1,-4.5,-1
TEN,HOU,2006,8,1,-3.0,6,0.0,87.0,31.0,0.0,24.0,62.0,20.0,56.0,7.0,28.0,41.0,30.0,-39.8,2.3000000000000043,2.64,-0.3599999999999999,-1,-1,3.0,1
ATL,DET,2006,9,0,5.0,-16,44.0,50.0,100.0,72.0,20.0,32.0,19.0,43.0,0.0,54.0,83.0,29.0,0.1,19.400000000000002,1.8,6.8,1,-1,-11.0,-1
BAL,CIN,2006,9,1,-3.0,6,69.0,78.0,16.0,100.0,34.0,56.0,44.0,50.0,13.0,38.0,65.0,54.0,18.2,10.5,4.29,1.29,1,1,3.0,1
BUF,GNB,2006,9,1,-3.0,14,69.0,50.0,14.0,53.0,26.0,63.0,75.0,93.0,27.0,72.0,73.0,0.0,-16.8,-1.1000000000000014,1.95,-1.05,-1,-1,11.0,1
CHI,MIA,2006,9,1,-13.5,-18,69.0,93.0,19.0,84.0,72.0,98.0,44.0,32.0,7.0,65.0,75.0,86.0,45.0,65.1,14.76,1.2599999999999998,1,-1,-31.5,-1
CIN,BAL,2006,9,0,3.0,-6,44.0,50.0,13.0,38.0,65.0,54.0,69.0,78.0,16.0,100.0,34.0,56.0,7.7,-10.5,-4.29,-1.29,-1,1,-3.0,-1
CLE,SDG,2006,9,0,13.5,-7,25.0,39.0,0.0,31.0,30.0,81.0,100.0,89.0,60.0,82.0,59.0,80.0,-20.2,-54.2,-12.72,0.7799999999999994,1,1,6.5,1
DAL,WAS,2006,9,0,-3.0,-3,44.0,54.0,47.0,85.0,67.0,68.0,0.0,86.0,37.0,56.0,49.0,28.0,11.8,15.4,0.97,-2.0300000000000002,-1,1,-6.0,-1
DEN,PIT,2006,9,0,2.5,11,31.0,89.0,58.0,76.0,22.0,59.0,75.0,46.0,24.0,74.0,74.0,77.0,9.3,-8.0,-3.79,-1.29,-1,-1,13.5,1
DET,ATL,2006,9,1,-5.0,16,19.0,43.0,0.0,54.0,83.0,29.0,44.0,50.0,100.0,72.0,20.0,32.0,-19.3,-19.400000000000002,-1.8,-6.8,-1,-1,11.0,1
GNB,BUF,2006,9,0,3.0,-14,75.0,93.0,27.0,72.0,73.0,0.0,69.0,50.0,14.0,53.0,26.0,63.0,-15.7,1.1000000000000014,-1.95,1.05,1,-1,-11.0,-1
HOU,NYG,2006,9,0,13.0,-4,12.0,54.0,7.0,33.0,58.0,42.0,63.0,72.0,51.0,70.0,67.0,53.0,-29.2,-62.5,-14.27,-1.2699999999999996,-1,-1,9.0,1
IND,NWE,2006,9,0,2.5,7,6.0,100.0,22.0,0.0,100.0,92.0,50.0,82.0,35.0,88.0,61.0,46.0,13.8,-1.0,-2.38,0.1200000000000001,1,1,9.5,1
JAX,TEN,2006,9,1,-9.5,30,44.0,89.0,38.0,70.0,31.0,75.0,12.0,89.0,26.0,6.0,24.0,54.0,14.1,55.1,12.89,3.3900000000000006,1,1,20.5,1
KAN,STL,2006,9,0,3.0,14,38.0,72.0,25.0,54.0,59.0,80.0,25.0,46.0,15.0,32.0,88.0,49.0,10.1,-1.700000000000001,-2.52,0.48,1,1,17.0,1
MIA,CHI,2006,9,0,13.5,18,44.0,32.0,7.0,65.0,75.0,86.0,69.0,93.0,19.0,84.0,72.0,98.0,-20.1,-65.1,-14.76,-1.2599999999999998,-1,-1,31.5,1
MIN,SFO,2006,9,0,-4.0,-6,50.0,72.0,20.0,93.0,61.0,39.0,25.0,72.0,30.0,44.0,45.0,23.0,9.6,35.5,5.18,1.1799999999999997,1,-1,-10.0,-1
NOR,TAM,2006,9,0,1.5,17,56.0,96.0,14.0,45.0,93.0,77.0,12.0,78.0,4.0,21.0,31.0,69.0,11.3,26.6,3.3,4.8,1,1,18.5,1
NWE,IND,2006,9,1,-2.5,-7,50.0,82.0,35.0,88.0,61.0,46.0,6.0,100.0,22.0,0.0,100.0,92.0,14.8,1.0,2.38,-0.1200000000000001,-1,1,-9.5,-1
NYG,HOU,2006,9,1,-13.0,4,63.0,72.0,51.0,70.0,67.0,53.0,12.0,54.0,7.0,33.0,58.0,42.0,33.3,62.5,14.27,1.2699999999999996,1,-1,-9.0,-1
OAK,SEA,2006,9,0,7.5,-16,25.0,0.0,24.0,41.0,0.0,100.0,69.0,43.0,10.0,60.0,52.0,30.0,-39.1,-34.0,-8.9,-1.4000000000000004,-1,1,-8.5,-1
PIT,DEN,2006,9,1,-2.5,-11,75.0,46.0,24.0,74.0,74.0,77.0,31.0,89.0,58.0,76.0,22.0,59.0,17.3,8.0,3.79,1.29,1,-1,-13.5,-1
SDG,CLE,2006,9,1,-13.5,7,100.0,89.0,60.0,82.0,59.0,80.0,25.0,39.0,0.0,31.0,30.0,81.0,34.0,54.2,12.72,-0.7799999999999994,-1,1,-6.5,-1
SEA,OAK,2006,9,1,-7.5,16,69.0,43.0,10.0,60.0,52.0,30.0,25.0,0.0,24.0,41.0,0.0,100.0,-5.1,34.0,8.9,1.4000000000000004,1,1,8.5,1
SFO,MIN,2006,9,1,4.0,6,25.0,72.0,30.0,44.0,45.0,23.0,50.0,72.0,20.0,93.0,61.0,39.0,-25.9,-35.5,-5.18,-1.1799999999999997,-1,-1,10.0,1
STL,KAN,2006,9,1,-3.0,-14,25.0,46.0,15.0,32.0,88.0,49.0,38.0,72.0,25.0,54.0,59.0,80.0,11.8,1.700000000000001,2.52,-0.48,-1,1,-17.0,-1
TAM,NOR,2006,9,1,-1.5,-17,12.0,78.0,4.0,21.0,31.0,69.0,56.0,96.0,14.0,45.0,93.0,77.0,-15.3,-26.6,-3.3,-4.8,-1,1,-18.5,-1
TEN,JAX,2006,9,0,9.5,-30,12.0,89.0,26.0,6.0,24.0,54.0,44.0,89.0,38.0,70.0,31.0,75.0,-41.0,-55.1,-12.89,-3.3900000000000006,-1,1,-20.5,-1
WAS,DAL,2006,9,1,3.0,3,0.0,86.0,37.0,56.0,49.0,28.0,44.0,54.0,47.0,85.0,67.0,68.0,-3.6,-15.4,-0.97,2.0300000000000002,1,1,6.0,1
ARI,DAL,2006,10,1,6.5,-17,30.0,53.0,0.0,43.0,52.0,29.0,35.0,61.0,50.0,83.0,69.0,60.0,-34.9,-52.2,-8.77,-2.2699999999999996,-1,1,-10.5,-1
ATL,CLE,2006,10,1,-7.5,-4,45.0,58.0,100.0,69.0,20.0,1.0,30.0,42.0,8.0,23.0,33.0,73.0,0.9,15.6,5.3,-2.2,-1,1,-11.5,-1
BAL,TEN,2006,10,0,-7.5,1,60.0,86.0,26.0,100.0,39.0,47.0,15.0,92.0,32.0,2.0,23.0,46.0,23.9,59.199999999999996,10.3,2.8000000000000007,1,-1,-6.5,-1
BUF,IND,2006,10,0,12.5,-1,60.0,50.0,23.0,49.0,18.0,40.0,0.0,94.0,24.0,0.0,100.0,85.0,-16.8,-32.8,-8.67,3.83,1,1,11.5,1
CAR,TAM,2006,10,1,-10.0,14,30.0,72.0,18.0,47.0,49.0,37.0,5.0,75.0,10.0,33.0,29.0,42.0,-1.3,16.2,5.42,-4.58,-1,-1,4.0,1
CHI,NYG,2006,10,0,1.0,18,50.0,89.0,26.0,76.0,67.0,100.0,50.0,75.0,54.0,73.0,60.0,45.0,47.4,11.299999999999997,0.13,1.13,1,1,19.0,1
CIN,SDG,2006,10,1,1.5,-8,30.0,58.0,19.0,37.0,61.0,35.0,100.0,86.0,68.0,84.0,56.0,70.0,7.2,-26.900000000000002,-3.36,-1.8599999999999999,-1,1,-6.5,-1
CLE,ATL,2006,10,0,7.5,4,30.0,42.0,8.0,23.0,33.0,73.0,45.0,58.0,100.0,69.0,20.0,1.0,-14.7,-15.6,-5.3,2.2,1,1,11.5,1
DAL,ARI,2006,10,0,-6.5,17,35.0,61.0,50.0,83.0,69.0,60.0,30.0,53.0,0.0,43.0,52.0,29.0,17.3,52.2,8.77,2.2699999999999996,1,1,10.5,1
DEN,OAK,2006,10,0,-8.0,4,40.0,92.0,60.0,77.0,27.0,17.0,30.0,0.0,26.0,30.0,0.0,99.0,10.7,41.099999999999994,6.37,-1.63,-1,1,-4.0,-1
DET,SFO,2006,10,1,-6.0,-6,20.0,50.0,12.0,48.0,86.0,20.0,30.0,72.0,29.0,42.0,36.0,21.0,-20.8,12.3,4.65,-1.3499999999999996,-1,1,-12.0,-1
GNB,MIN,2006,10,0,5.0,6,80.0,92.0,37.0,70.0,75.0,0.0,50.0,72.0,30.0,100.0,50.0,41.0,-3.7,-1.8000000000000003,-2.54,2.46,1,1,11.0,1
HOU,JAX,2006,10,0,10.5,3,15.0,64.0,13.0,34.0,53.0,33.0,35.0,89.0,48.0,70.0,30.0,72.0,-29.1,-46.900000000000006,-11.36,-0.8599999999999994,-1,-1,13.5,1
IND,BUF,2006,10,1,-12.5,1,0.0,94.0,24.0,0.0,100.0,85.0,60.0,50.0,23.0,49.0,18.0,40.0,16.0,32.8,8.67,-3.83,-1,1,-11.5,-1
JAX,HOU,2006,10,1,-10.5,-3,35.0,89.0,48.0,70.0,30.0,72.0,15.0,64.0,13.0,34.0,53.0,33.0,17.8,46.900000000000006,11.36,0.8599999999999994,1,-1,-13.5,-1
KAN,MIA,2006,10,0,2.0,-3,35.0,75.0,38.0,54.0,51.0,51.0,45.0,50.0,21.0,66.0,65.0,80.0,13.7,33.5,4.75,6.75,1,-1,-1.0,-1
MIA,KAN,2006,10,1,-2.0,3,45.0,50.0,21.0,66.0,65.0,80.0,35.0,75.0,38.0,54.0,51.0,51.0,-19.8,-33.5,-4.75,-6.75,-1,-1,1.0,1
MIN,GNB,2006,10,1,-5.0,-6,50.0,72.0,30.0,100.0,50.0,41.0,80.0,92.0,37.0,70.0,75.0,0.0,-1.9,1.8000000000000003,2.54,-2.46,-1,1,-11.0,-1
NOR,PIT,2006,10,0,6.5,-7,60.0,100.0,17.0,52.0,95.0,74.0,60.0,50.0,29.0,73.0,86.0,65.0,5.6,-8.0,-3.79,2.71,1,-1,-0.5,-1
NWE,NYJ,2006,10,1,-10.5,-3,50.0,89.0,43.0,94.0,59.0,18.0,10.0,64.0,31.0,23.0,38.0,33.0,22.2,41.2,10.29,-0.21000000000000085,-1,1,-13.5,-1
NYG,CHI,2006,10,1,-1.0,-18,50.0,75.0,54.0,73.0,60.0,45.0,50.0,89.0,26.0,76.0,67.0,100.0,36.1,-11.299999999999997,-0.13,-1.13,-1,1,-19.0,-1
NYJ,NWE,2006,10,0,10.5,3,10.0,64.0,31.0,23.0,38.0,33.0,50.0,89.0,43.0,94.0,59.0,18.0,-19.0,-41.2,-10.29,0.21000000000000085,1,1,13.5,1
OAK,DEN,2006,10,1,8.0,-4,30.0,0.0,26.0,30.0,0.0,99.0,40.0,92.0,60.0,77.0,27.0,17.0,-30.4,-41.099999999999994,-6.37,1.63,1,1,4.0,1
PHI,WAS,2006,10,1,-8.0,24,75.0,67.0,38.0,49.0,97.0,54.0,5.0,89.0,43.0,57.0,47.0,2.0,36.3,40.8,10.21,2.210000000000001,1,1,16.0,1
PIT,NOR,2006,10,1,-6.5,7,60.0,50.0,29.0,73.0,86.0,65.0,60.0,100.0,17.0,52.0,95.0,74.0,13.6,8.0,3.79,-2.71,-1,-1,0.5,1
SDG,CIN,2006,10,0,-1.5,8,100.0,86.0,68.0,84.0,56.0,70.0,30.0,58.0,19.0,37.0,61.0,35.0,34.1,26.900000000000002,3.36,1.8599999999999999,1,1,6.5,1
SEA,STL,2006,10,1,-3.0,2,95.0,50.0,28.0,67.0,48.0,25.0,25.0,56.0,23.0,25.0,93.0,46.0,-14.8,-21.9,-2.32,-5.32,-1,1,-1.0,-1
SFO,DET,2006,10,0,6.0,6,30.0,72.0,29.0,42.0,36.0,21.0,20.0,50.0,12.0,48.0,86.0,20.0,-33.1,-12.3,-4.65,1.3499999999999996,1,1,12.0,1
STL,SEA,2006,10,0,3.0,-2,25.0,56.0,23.0,25.0,93.0,46.0,95.0,50.0,28.0,67.0,48.0,25.0,7.1,21.9,2.32,5.32,1,1,1.0,1
TAM,CAR,2006,10,0,10.0,-14,5.0,75.0,10.0,33.0,29.0,42.0,30.0,72.0,18.0,47.0,49.0,37.0,-17.5,-16.2,-5.42,4.58,1,-1,-4.0,-1
TEN,BAL,2006,10,1,7.5,-1,15.0,92.0,32.0,2.0,23.0,46.0,60.0,86.0,26.0,100.0,39.0,47.0,-35.3,-59.199999999999996,-10.3,-2.8000000000000007,-1,-1,6.5,1
WAS,PHI,2006,10,0,8.0,-24,5.0,89.0,43.0,57.0,47.0,2.0,75.0,67.0,38.0,49.0,97.0,54.0,-4.5,-40.8,-10.21,-2.210000000000001,-1,1,-16.0,-1
ARI,DET,2006,11,1,-2.5,7,23.0,55.0,0.0,37.0,48.0,16.0,27.0,47.0,10.0,34.0,76.0,32.0,-35.1,-17.200000000000003,-1.34,-3.84,-1,-1,4.5,1
ATL,BAL,2006,11,0,3.5,-14,59.0,60.0,100.0,66.0,18.0,12.0,59.0,87.0,21.0,86.0,48.0,43.0,-4.6,-31.4,-8.4,-4.9,-1,1,-10.5,-1
BAL,ATL,2006,11,1,-3.5,14,59.0,87.0,21.0,86.0,48.0,43.0,59.0,60.0,100.0,66.0,18.0,12.0,26.8,31.4,8.4,4.9,1,1,10.5,1
BUF,HOU,2006,11,0,2.5,3,50.0,45.0,24.0,41.0,5.0,34.0,18.0,60.0,18.0,30.0,45.0,32.0,-10.7,13.5,0.58,3.08,1,1,5.5,1
CAR,STL,2006,11,1,-6.5,15,36.0,76.0,17.0,49.0,48.0,41.0,45.0,50.0,24.0,17.0,83.0,52.0,-2.1,-8.4,0.47,-6.03,-1,-1,8.5,1
CHI,NYJ,2006,11,0,-5.5,10,50.0,87.0,27.0,66.0,63.0,100.0,23.0,66.0,32.0,17.0,32.0,29.0,36.0,54.0,9.16,3.66,1,1,4.5,1
CIN,NOR,2006,11,0,3.0,15,36.0,55.0,22.0,35.0,71.0,19.0,59.0,100.0,19.0,35.0,100.0,60.0,3.0,-6.5,-3.49,-0.4900000000000002,-1,-1,18.0,1
CLE,PIT,2006,11,1,4.0,-4,27.0,34.0,8.0,17.0,26.0,66.0,55.0,50.0,39.0,66.0,82.0,35.0,-14.6,-24.299999999999997,-2.82,1.1800000000000002,1,0,0.0,0
DAL,IND,2006,11,1,1.0,7,32.0,66.0,51.0,80.0,71.0,54.0,14.0,97.0,28.0,0.0,93.0,93.0,16.5,-2.3999999999999986,1.69,2.69,1,1,8.0,1
DEN,SDG,2006,11,1,-2.5,-8,45.0,90.0,54.0,79.0,24.0,20.0,100.0,82.0,66.0,75.0,60.0,37.0,17.9,-16.200000000000003,-1.14,-3.6399999999999997,-1,1,-10.5,-1
DET,ARI,2006,11,0,2.5,-7,27.0,47.0,10.0,34.0,76.0,32.0,23.0,55.0,0.0,37.0,48.0,16.0,-17.9,17.200000000000003,1.34,3.84,1,-1,-4.5,-1
GNB,NWE,2006,11,1,6.0,-35,86.0,95.0,31.0,67.0,79.0,2.0,45.0,82.0,46.0,86.0,55.0,25.0,-5.6,-24.0,-2.76,3.24,1,-1,-29.0,-1
HOU,BUF,2006,11,1,-2.5,-3,18.0,60.0,18.0,30.0,45.0,32.0,50.0,45.0,24.0,41.0,5.0,34.0,-24.2,-13.5,-0.58,-3.08,-1,1,-5.5,-1
IND,DAL,2006,11,0,-1.0,-7,14.0,97.0,28.0,0.0,93.0,93.0,32.0,66.0,51.0,80.0,71.0,54.0,18.9,2.3999999999999986,-1.69,-2.69,-1,1,-8.0,-1
JAX,NYG,2006,11,1,-3.5,16,41.0,87.0,48.0,60.0,28.0,70.0,50.0,74.0,57.0,67.0,47.0,38.0,23.9,-9.5,0.24,-3.26,-1,-1,12.5,1
KAN,OAK,2006,11,1,-9.0,4,32.0,71.0,36.0,49.0,45.0,48.0,32.0,0.0,21.0,34.0,0.0,87.0,12.8,46.8,11.35,2.3499999999999996,1,-1,-5.0,-1
MIA,MIN,2006,11,1,-3.0,4,50.0,53.0,22.0,64.0,58.0,73.0,41.0,66.0,28.0,100.0,47.0,21.0,-10.0,-7.5,0.66,-2.34,-1,-1,1.0,1
