Team,Opponent,Year,Week,Home Team,Spread,Game Scoring Margin,Line For Rating,Line Against Rating,Rushing For Rating,Rushing Against Rating,Passing For Rating,Passing Against Rating,Opp Line For Rating,Opp Line Against Rating,Opp Rushing For Rating,Opp Rushing Against Rating,Opp Passing For Rating,Opp Passing Against Rating,Team DVOA,DVOA Diff,EGO,EGO to Spread Diff,EGO Pick,Right Pick,Spread to Result Difference,Spread Result Class
CLE,DEN,2012,16,0,11.0,-22,75.0,72.0,21.0,42.0,40.0,49.0,97.0,86.0,36.0,88.0,81.0,73.0,-12.4,-49.6,-11.87,-0.8699999999999992,-1,1,-11.0,-1
DAL,NOR,2012,16,1,-3.0,-3,64.0,55.0,0.0,51.0,95.0,66.0,43.0,78.0,23.0,3.0,97.0,18.0,-1.9,-0.5999999999999999,2.05,-0.9500000000000002,-1,1,-6.0,-1
DEN,CLE,2012,16,1,-11.0,22,97.0,86.0,36.0,88.0,81.0,73.0,75.0,72.0,21.0,42.0,40.0,49.0,37.2,49.6,11.87,0.8699999999999992,1,1,11.0,1
DET,ATL,2012,16,1,4.0,-13,57.0,67.0,29.0,44.0,100.0,71.0,50.0,75.0,12.0,36.0,89.0,62.0,-0.5,-12.2,-0.31,3.69,1,-1,-9.0,-1
GNB,TEN,2012,16,1,-11.0,48,86.0,19.0,33.0,52.0,54.0,65.0,57.0,61.0,34.0,31.0,39.0,54.0,23.1,49.0,11.76,0.7599999999999998,1,1,37.0,1
HOU,MIN,2012,16,1,-7.5,-17,97.0,89.0,73.0,85.0,57.0,60.0,72.0,61.0,95.0,54.0,0.0,51.0,13.3,18.6,5.89,-1.6100000000000003,-1,1,-24.5,-1
IND,KAN,2012,16,0,-6.0,7,43.0,42.0,32.0,36.0,74.0,53.0,32.0,47.0,70.0,18.0,10.0,73.0,-21.0,19.1,1.73,-4.27,-1,-1,1.0,1
JAX,NWE,2012,16,1,14.5,-7,0.0,28.0,3.0,0.0,25.0,50.0,50.0,81.0,67.0,64.0,95.0,31.0,-33.6,-73.4,-13.39,1.1099999999999994,1,1,7.5,1
KAN,IND,2012,16,1,6.0,-7,32.0,47.0,70.0,18.0,10.0,73.0,43.0,42.0,32.0,36.0,74.0,53.0,-40.1,-19.1,-1.73,4.27,1,-1,-1.0,-1
MIA,BUF,2012,16,1,-5.0,14,86.0,67.0,38.0,73.0,27.0,48.0,64.0,67.0,70.0,6.0,25.0,66.0,-4.7,5.3,3.25,-1.75,-1,-1,9.0,1
MIN,HOU,2012,16,0,7.5,17,72.0,61.0,95.0,54.0,0.0,51.0,97.0,89.0,73.0,85.0,57.0,60.0,-5.3,-18.6,-5.89,1.6100000000000003,1,1,24.5,1
NOR,DAL,2012,16,0,3.0,3,43.0,78.0,23.0,3.0,97.0,18.0,64.0,55.0,0.0,51.0,95.0,66.0,-1.3,0.5999999999999999,-2.05,0.9500000000000002,1,1,6.0,1
NWE,JAX,2012,16,0,-14.5,7,50.0,81.0,67.0,64.0,95.0,31.0,0.0,28.0,3.0,0.0,25.0,50.0,39.8,73.4,13.39,-1.1099999999999994,-1,1,-7.5,-1
NYG,BAL,2012,16,0,-2.5,-19,61.0,100.0,41.0,38.0,61.0,44.0,61.0,50.0,30.0,25.0,50.0,53.0,13.3,4.100000000000001,-1.35,-3.85,-1,1,-21.5,-1
NYJ,SDG,2012,16,1,-3.0,-10,40.0,47.0,48.0,15.0,10.0,92.0,43.0,25.0,15.0,79.0,36.0,53.0,-12.1,-0.29999999999999893,2.11,-0.8900000000000001,-1,1,-13.0,-1
OAK,CAR,2012,16,0,9.5,-11,22.0,72.0,12.0,40.0,77.0,48.0,75.0,53.0,49.0,47.0,49.0,71.0,-28.2,-31.599999999999998,-8.44,1.0600000000000005,1,-1,-1.5,-1
PHI,WAS,2012,16,1,6.0,-7,46.0,28.0,47.0,40.0,49.0,70.0,36.0,58.0,100.0,81.0,42.0,19.0,-20.7,-27.799999999999997,-3.55,2.45,1,-1,-1.0,-1
PIT,CIN,2012,16,1,-3.5,-3,43.0,58.0,19.0,85.0,60.0,100.0,100.0,39.0,48.0,73.0,44.0,70.0,-3.0,-7.4,0.68,-2.82,-1,1,-6.5,-1
SDG,NYJ,2012,16,0,3.0,10,43.0,25.0,15.0,79.0,36.0,53.0,40.0,47.0,48.0,15.0,10.0,92.0,-11.8,0.29999999999999893,-2.11,0.8900000000000001,1,1,13.0,1
SEA,SFO,2012,16,1,-2.0,29,72.0,72.0,95.0,65.0,16.0,87.0,72.0,36.0,98.0,88.0,23.0,84.0,38.5,3.700000000000003,2.92,0.9199999999999999,1,1,27.0,1
SFO,SEA,2012,16,0,2.0,-29,72.0,36.0,98.0,88.0,23.0,84.0,72.0,72.0,95.0,65.0,16.0,87.0,34.8,-3.700000000000003,-2.92,-0.9199999999999999,-1,1,-27.0,-1
STL,TAM,2012,16,0,3.0,15,93.0,47.0,36.0,47.0,40.0,72.0,36.0,86.0,42.0,100.0,56.0,0.0,-5.1,1.0,-1.97,1.03,1,1,18.0,1
TAM,STL,2012,16,1,-3.0,-15,36.0,86.0,42.0,100.0,56.0,0.0,93.0,47.0,36.0,47.0,40.0,72.0,-6.1,-1.0,1.97,-1.03,-1,1,-18.0,-1
TEN,GNB,2012,16,0,11.0,-48,57.0,61.0,34.0,31.0,39.0,54.0,86.0,19.0,33.0,52.0,54.0,65.0,-25.9,-49.0,-11.76,-0.7599999999999998,-1,1,-37.0,-1
WAS,PHI,2012,16,0,-6.0,7,36.0,58.0,100.0,81.0,42.0,19.0,46.0,28.0,47.0,40.0,49.0,70.0,7.1,27.799999999999997,3.55,-2.45,-1,-1,1.0,1
ARI,DET,2013,2,1,2.0,4,0.0,33.0,27.0,81.0,58.0,43.0,50.0,100.0,38.0,65.0,74.0,65.0,0.0,0.0,0.0,0.0,0,0,6.0,1
ATL,STL,2013,2,1,-5.5,7,33.0,50.0,28.0,76.0,51.0,31.0,67.0,100.0,19.0,73.0,57.0,42.0,0.0,0.0,0.0,0.0,0,0,1.5,1
BAL,CLE,2013,2,1,-7.0,8,50.0,33.0,16.0,81.0,67.0,0.0,67.0,0.0,11.0,100.0,41.0,56.0,0.0,0.0,0.0,0.0,0,0,1.0,1
BUF,CAR,2013,2,1,3.5,1,50.0,100.0,48.0,43.0,13.0,51.0,33.0,83.0,47.0,79.0,4.0,43.0,0.0,0.0,0.0,0.0,0,0,4.5,1
CAR,BUF,2013,2,0,-3.5,-1,33.0,83.0,47.0,79.0,4.0,43.0,50.0,100.0,48.0,43.0,13.0,51.0,0.0,0.0,0.0,0.0,0,0,-4.5,-1
CHI,MIN,2013,2,1,-6.5,1,17.0,100.0,25.0,82.0,40.0,50.0,0.0,50.0,35.0,62.0,35.0,26.0,0.0,0.0,0.0,0.0,0,0,-5.5,-1
CIN,PIT,2013,2,1,-6.5,10,0.0,83.0,18.0,75.0,50.0,60.0,17.0,17.0,5.0,62.0,17.0,97.0,0.0,0.0,0.0,0.0,0,0,3.5,1
CLE,BAL,2013,2,0,7.0,-8,67.0,0.0,11.0,100.0,41.0,56.0,50.0,33.0,16.0,81.0,67.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1
DAL,KAN,2013,2,0,3.0,-1,50.0,67.0,28.0,88.0,41.0,5.0,100.0,83.0,42.0,79.0,19.0,100.0,0.0,0.0,0.0,0.0,0,0,2.0,1
DEN,NYG,2013,2,0,-4.0,18,67.0,50.0,19.0,84.0,100.0,33.0,33.0,50.0,12.0,72.0,95.0,59.0,0.0,0.0,0.0,0.0,0,0,14.0,1
DET,ARI,2013,2,0,-2.0,-4,50.0,100.0,38.0,65.0,74.0,65.0,0.0,33.0,27.0,81.0,58.0,43.0,0.0,0.0,0.0,0.0,0,0,-6.0,-1
GNB,WAS,2013,2,1,-8.0,18,33.0,67.0,18.0,71.0,64.0,12.0,50.0,50.0,22.0,0.0,59.0,78.0,0.0,0.0,0.0,0.0,0,0,10.0,1
HOU,TEN,2013,2,1,-9.0,6,33.0,67.0,41.0,75.0,66.0,78.0,83.0,83.0,38.0,95.0,3.0,83.0,0.0,0.0,0.0,0.0,0,0,-3.0,-1
IND,MIA,2013,2,1,-3.0,-4,17.0,33.0,44.0,38.0,12.0,72.0,100.0,33.0,0.0,89.0,44.0,59.0,0.0,0.0,0.0,0.0,0,0,-7.0,-1
JAX,OAK,2013,2,0,5.0,-10,17.0,0.0,21.0,58.0,0.0,81.0,67.0,83.0,62.0,56.0,28.0,88.0,0.0,0.0,0.0,0.0,0,0,-5.0,-1
KAN,DAL,2013,2,1,-3.0,1,100.0,83.0,42.0,79.0,19.0,100.0,50.0,67.0,28.0,88.0,41.0,5.0,0.0,0.0,0.0,0.0,0,0,-2.0,-1
MIA,IND,2013,2,0,3.0,4,100.0,33.0,0.0,89.0,44.0,59.0,17.0,33.0,44.0,38.0,12.0,72.0,0.0,0.0,0.0,0.0,0,0,7.0,1
MIN,CHI,2013,2,0,6.5,-1,0.0,50.0,35.0,62.0,35.0,26.0,17.0,100.0,25.0,82.0,40.0,50.0,0.0,0.0,0.0,0.0,0,0,5.5,1
NOR,TAM,2013,2,0,-4.0,2,50.0,67.0,24.0,72.0,69.0,49.0,83.0,50.0,19.0,71.0,23.0,68.0,0.0,0.0,0.0,0.0,0,0,-2.0,-1
NWE,NYJ,2013,2,1,-11.5,3,0.0,50.0,57.0,52.0,49.0,87.0,50.0,17.0,29.0,81.0,32.0,77.0,0.0,0.0,0.0,0.0,0,0,-8.5,-1
NYG,DEN,2013,2,1,4.0,-18,33.0,50.0,12.0,72.0,95.0,59.0,67.0,50.0,19.0,84.0,100.0,33.0,0.0,0.0,0.0,0.0,0,0,-14.0,-1
NYJ,NWE,2013,2,0,11.5,-3,50.0,17.0,29.0,81.0,32.0,77.0,0.0,50.0,57.0,52.0,49.0,87.0,0.0,0.0,0.0,0.0,0,0,8.5,1
OAK,JAX,2013,2,1,-5.0,10,67.0,83.0,62.0,56.0,28.0,88.0,17.0,0.0,21.0,58.0,0.0,81.0,0.0,0.0,0.0,0.0,0,0,5.0,1
PHI,SDG,2013,2,1,-7.5,-3,50.0,50.0,100.0,78.0,22.0,41.0,33.0,67.0,25.0,59.0,22.0,34.0,0.0,0.0,0.0,0.0,0,0,-10.5,-1
PIT,CIN,2013,2,0,6.5,-10,17.0,17.0,5.0,62.0,17.0,97.0,0.0,83.0,18.0,75.0,50.0,60.0,0.0,0.0,0.0,0.0,0,0,-3.5,-1
SDG,PHI,2013,2,0,7.5,3,33.0,67.0,25.0,59.0,22.0,34.0,50.0,50.0,100.0,78.0,22.0,41.0,0.0,0.0,0.0,0.0,0,0,10.5,1
SEA,SFO,2013,2,1,-2.5,26,17.0,67.0,21.0,53.0,57.0,96.0,33.0,67.0,29.0,82.0,88.0,36.0,0.0,0.0,0.0,0.0,0,0,23.5,1
SFO,SEA,2013,2,0,2.5,-26,33.0,67.0,29.0,82.0,88.0,36.0,17.0,67.0,21.0,53.0,57.0,96.0,0.0,0.0,0.0,0.0,0,0,-23.5,-1
STL,ATL,2013,2,0,5.5,-7,67.0,100.0,19.0,73.0,57.0,42.0,33.0,50.0,28.0,76.0,51.0,31.0,0.0,0.0,0.0,0.0,0,0,-1.5,-1
TAM,NOR,2013,2,1,4.0,-2,83.0,50.0,19.0,71.0,23.0,68.0,50.0,67.0,24.0,72.0,69.0,49.0,0.0,0.0,0.0,0.0,0,0,2.0,1
TEN,HOU,2013,2,0,9.0,-6,83.0,83.0,38.0,95.0,3.0,83.0,33.0,67.0,41.0,75.0,66.0,78.0,0.0,0.0,0.0,0.0,0,0,3.0,1
WAS,GNB,2013,2,0,8.0,-18,50.0,50.0,22.0,0.0,59.0,78.0,33.0,67.0,18.0,71.0,64.0,12.0,0.0,0.0,0.0,0.0,0,0,-10.0,-1
ARI,NOR,2013,3,0,7.5,-24,0.0,55.0,31.0,89.0,60.0,34.0,38.0,45.0,25.0,48.0,73.0,68.0,0.0,0.0,0.0,0.0,0,0,-16.5,-1
ATL,MIA,2013,3,0,2.5,-4,12.0,55.0,16.0,79.0,73.0,11.0,100.0,18.0,15.0,69.0,57.0,37.0,0.0,0.0,0.0,0.0,0,0,-1.5,-1
BAL,HOU,2013,3,1,1.0,21,88.0,45.0,26.0,85.0,53.0,21.0,62.0,64.0,68.0,63.0,68.0,84.0,0.0,0.0,0.0,0.0,0,0,22.0,1
BUF,NYJ,2013,3,0,2.5,-7,100.0,91.0,65.0,37.0,36.0,56.0,38.0,18.0,45.0,88.0,29.0,74.0,0.0,0.0,0.0,0.0,0,0,-4.5,-1
CAR,NYG,2013,3,1,3.0,38,25.0,36.0,57.0,57.0,10.0,31.0,12.0,64.0,0.0,65.0,100.0,38.0,0.0,0.0,0.0,0.0,0,0,41.0,1
CHI,PIT,2013,3,0,-2.5,17,12.0,91.0,42.0,67.0,52.0,47.0,0.0,36.0,1.0,51.0,28.0,67.0,0.0,0.0,0.0,0.0,0,0,14.5,1
CIN,GNB,2013,3,1,3.0,4,12.0,91.0,36.0,86.0,58.0,52.0,25.0,45.0,40.0,64.0,97.0,6.0,0.0,0.0,0.0,0.0,0,0,7.0,1
CLE,MIN,2013,3,0,7.0,4,62.0,0.0,12.0,88.0,36.0,57.0,0.0,64.0,48.0,51.0,39.0,21.0,0.0,0.0,0.0,0.0,0,0,11.0,1
DAL,STL,2013,3,1,-3.5,24,75.0,55.0,16.0,74.0,52.0,24.0,62.0,100.0,19.0,87.0,76.0,17.0,0.0,0.0,0.0,0.0,0,0,20.5,1
DEN,OAK,2013,3,1,-16.5,16,50.0,73.0,31.0,100.0,95.0,12.0,100.0,64.0,100.0,75.0,13.0,74.0,0.0,0.0,0.0,0.0,0,0,-0.5,-1
DET,WAS,2013,3,0,-1.0,7,38.0,91.0,27.0,65.0,72.0,50.0,75.0,64.0,34.0,0.0,70.0,25.0,0.0,0.0,0.0,0.0,0,0,6.0,1
GNB,CIN,2013,3,0,-3.0,-4,25.0,45.0,40.0,64.0,97.0,6.0,12.0,91.0,36.0,86.0,58.0,52.0,0.0,0.0,0.0,0.0,0,0,-7.0,-1
HOU,BAL,2013,3,0,-1.0,-21,62.0,64.0,68.0,63.0,68.0,84.0,88.0,45.0,26.0,85.0,53.0,21.0,0.0,0.0,0.0,0.0,0,0,-22.0,-1
IND,SFO,2013,3,0,10.0,20,62.0,36.0,58.0,40.0,40.0,48.0,62.0,55.0,36.0,52.0,50.0,59.0,0.0,0.0,0.0,0.0,0,0,30.0,1
JAX,SEA,2013,3,0,20.0,-28,38.0,0.0,10.0,17.0,14.0,89.0,38.0,45.0,52.0,52.0,32.0,100.0,0.0,0.0,0.0,0.0,0,0,-8.0,-1
KAN,PHI,2013,3,0,3.5,10,100.0,55.0,50.0,92.0,23.0,69.0,38.0,55.0,90.0,63.0,64.0,6.0,0.0,0.0,0.0,0.0,0,0,13.5,1
MIA,ATL,2013,3,1,-2.5,4,100.0,18.0,15.0,69.0,57.0,37.0,12.0,55.0,16.0,79.0,73.0,11.0,0.0,0.0,0.0,0.0,0,0,1.5,1
MIN,CLE,2013,3,1,-7.0,-4,0.0,64.0,48.0,51.0,39.0,21.0,62.0,0.0,12.0,88.0,36.0,57.0,0.0,0.0,0.0,0.0,0,0,-11.0,-1
NOR,ARI,2013,3,1,-7.5,24,38.0,45.0,25.0,48.0,73.0,68.0,0.0,55.0,31.0,89.0,60.0,34.0,0.0,0.0,0.0,0.0,0,0,16.5,1
NWE,TAM,2013,3,1,-7.5,20,38.0,64.0,43.0,43.0,38.0,78.0,100.0,64.0,47.0,74.0,10.0,46.0,0.0,0.0,0.0,0.0,0,0,12.5,1
NYG,CAR,2013,3,0,-3.0,-38,12.0,64.0,0.0,65.0,100.0,38.0,25.0,36.0,57.0,57.0,10.0,31.0,0.0,0.0,0.0,0.0,0,0,-41.0,-1
NYJ,BUF,2013,3,1,-2.5,7,38.0,18.0,45.0,88.0,29.0,74.0,100.0,91.0,65.0,37.0,36.0,56.0,0.0,0.0,0.0,0.0,0,0,4.5,1
OAK,DEN,2013,3,0,16.5,-16,100.0,64.0,100.0,75.0,13.0,74.0,50.0,73.0,31.0,100.0,95.0,12.0,0.0,0.0,0.0,0.0,0,0,0.5,1
PHI,KAN,2013,3,1,-3.5,-10,38.0,55.0,90.0,63.0,64.0,6.0,100.0,55.0,50.0,92.0,23.0,69.0,0.0,0.0,0.0,0.0,0,0,-13.5,-1
PIT,CHI,2013,3,1,2.5,-17,0.0,36.0,1.0,51.0,28.0,67.0,12.0,91.0,42.0,67.0,52.0,47.0,0.0,0.0,0.0,0.0,0,0,-14.5,-1
SDG,TEN,2013,3,0,3.0,-3,38.0,73.0,41.0,57.0,65.0,0.0,75.0,55.0,49.0,62.0,0.0,59.0,0.0,0.0,0.0,0.0,0,0,0.0,0
SEA,JAX,2013,3,1,-20.0,28,38.0,45.0,52.0,52.0,32.0,100.0,38.0,0.0,10.0,17.0,14.0,89.0,0.0,0.0,0.0,0.0,0,0,8.0,1
SFO,IND,2013,3,1,-10.0,-20,62.0,55.0,36.0,52.0,50.0,59.0,62.0,36.0,58.0,40.0,40.0,48.0,0.0,0.0,0.0,0.0,0,0,-30.0,-1
STL,DAL,2013,3,0,3.5,-24,62.0,100.0,19.0,87.0,76.0,17.0,75.0,55.0,16.0,74.0,52.0,24.0,0.0,0.0,0.0,0.0,0,0,-20.5,-1
TAM,NWE,2013,3,0,7.5,-20,100.0,64.0,47.0,74.0,10.0,46.0,38.0,64.0,43.0,43.0,38.0,78.0,0.0,0.0,0.0,0.0,0,0,-12.5,-1
TEN,SDG,2013,3,1,-3.0,3,75.0,55.0,49.0,62.0,0.0,59.0,38.0,73.0,41.0,57.0,65.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
WAS,DET,2013,3,1,1.0,-7,75.0,64.0,34.0,0.0,70.0,25.0,38.0,91.0,27.0,65.0,72.0,50.0,0.0,0.0,0.0,0.0,0,0,-6.0,-1
ARI,TAM,2013,4,0,2.5,3,17.0,42.0,26.0,76.0,34.0,24.0,75.0,58.0,38.0,49.0,0.0,54.0,0.0,0.0,0.0,0.0,0,0,5.5,1
ATL,NWE,2013,4,1,-3.0,-7,33.0,75.0,28.0,71.0,57.0,24.0,33.0,58.0,48.0,38.0,22.0,79.0,0.0,0.0,0.0,0.0,0,0,-10.0,-1
BAL,BUF,2013,4,0,-4.0,-3,67.0,50.0,20.0,75.0,28.0,38.0,50.0,42.0,55.0,10.0,20.0,41.0,0.0,0.0,0.0,0.0,0,0,-7.0,-1
BUF,BAL,2013,4,1,4.0,3,50.0,42.0,55.0,10.0,20.0,41.0,67.0,50.0,20.0,75.0,28.0,38.0,0.0,0.0,0.0,0.0,0,0,7.0,1
CHI,DET,2013,4,0,2.5,-8,17.0,92.0,37.0,64.0,26.0,25.0,25.0,100.0,18.0,51.0,81.0,42.0,0.0,0.0,0.0,0.0,0,0,-5.5,-1
CIN,CLE,2013,4,0,-4.5,-11,25.0,75.0,28.0,53.0,41.0,57.0,75.0,0.0,17.0,67.0,37.0,65.0,0.0,0.0,0.0,0.0,0,0,-15.5,-1
CLE,CIN,2013,4,1,4.5,11,75.0,0.0,17.0,67.0,37.0,65.0,25.0,75.0,28.0,53.0,41.0,57.0,0.0,0.0,0.0,0.0,0,0,15.5,1
DAL,SDG,2013,4,0,-1.5,-9,83.0,67.0,37.0,82.0,34.0,35.0,25.0,75.0,35.0,30.0,41.0,0.0,0.0,0.0,0.0,0.0,0,0,-10.5,-1
DEN,PHI,2013,4,1,-11.5,32,42.0,84.0,41.0,100.0,100.0,9.0,50.0,25.0,100.0,42.0,39.0,11.0,0.0,0.0,0.0,0.0,0,0,20.5,1
DET,CHI,2013,4,1,-2.5,8,25.0,100.0,18.0,51.0,81.0,42.0,17.0,92.0,37.0,64.0,26.0,25.0,0.0,0.0,0.0,0.0,0,0,5.5,1
HOU,SEA,2013,4,1,2.0,-3,42.0,58.0,51.0,61.0,42.0,94.0,33.0,50.0,54.0,58.0,36.0,100.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1
IND,JAX,2013,4,0,-9.5,34,50.0,50.0,63.0,31.0,15.0,67.0,25.0,0.0,5.0,0.0,2.0,72.0,0.0,0.0,0.0,0.0,0,0,24.5,1
JAX,IND,2013,4,1,9.5,-34,25.0,0.0,5.0,0.0,2.0,72.0,50.0,50.0,63.0,31.0,15.0,67.0,0.0,0.0,0.0,0.0,0,0,-24.5,-1
KAN,NYG,2013,4,1,-4.5,24,100.0,34.0,50.0,35.0,16.0,81.0,0.0,25.0,0.0,31.0,58.0,46.0,0.0,0.0,0.0,0.0,0,0,19.5,1
MIA,NOR,2013,4,0,7.5,-21,50.0,0.0,16.0,47.0,37.0,41.0,42.0,34.0,25.0,45.0,72.0,81.0,0.0,0.0,0.0,0.0,0,0,-13.5,-1
MIN,PIT,2013,4,1,3.0,7,8.0,34.0,46.0,43.0,20.0,14.0,0.0,34.0,4.0,42.0,42.0,82.0,0.0,0.0,0.0,0.0,0,0,10.0,1
NOR,MIA,2013,4,1,-7.5,21,42.0,34.0,25.0,45.0,72.0,81.0,50.0,0.0,16.0,47.0,37.0,41.0,0.0,0.0,0.0,0.0,0,0,13.5,1
NWE,ATL,2013,4,0,3.0,7,33.0,58.0,48.0,38.0,22.0,79.0,33.0,75.0,28.0,71.0,57.0,24.0,0.0,0.0,0.0,0.0,0,0,10.0,1
NYG,KAN,2013,4,0,4.5,-24,0.0,25.0,0.0,31.0,58.0,46.0,100.0,34.0,50.0,35.0,16.0,81.0,0.0,0.0,0.0,0.0,0,0,-19.5,-1
NYJ,TEN,2013,4,0,3.5,-25,75.0,42.0,54.0,71.0,35.0,78.0,50.0,58.0,54.0,53.0,1.0,70.0,0.0,0.0,0.0,0.0,0,0,-21.5,-1
OAK,WAS,2013,4,1,4.0,-10,58.0,58.0,63.0,48.0,14.0,51.0,42.0,67.0,34.0,10.0,66.0,6.0,0.0,0.0,0.0,0.0,0,0,-6.0,-1
PHI,DEN,2013,4,0,11.5,-32,50.0,25.0,100.0,42.0,39.0,11.0,42.0,84.0,41.0,100.0,100.0,9.0,0.0,0.0,0.0,0.0,0,0,-20.5,-1
PIT,MIN,2013,4,0,-3.0,-7,0.0,34.0,4.0,42.0,42.0,82.0,8.0,34.0,46.0,43.0,20.0,14.0,0.0,0.0,0.0,0.0,0,0,-10.0,-1
SDG,DAL,2013,4,1,1.5,9,25.0,75.0,35.0,30.0,41.0,0.0,83.0,67.0,37.0,82.0,34.0,35.0,0.0,0.0,0.0,0.0,0,0,10.5,1
SEA,HOU,2013,4,0,-2.0,3,33.0,50.0,54.0,58.0,36.0,100.0,42.0,58.0,51.0,61.0,42.0,94.0,0.0,0.0,0.0,0.0,0,0,1.0,1
SFO,STL,2013,4,0,-4.0,24,33.0,50.0,35.0,23.0,21.0,74.0,33.0,67.0,8.0,50.0,54.0,28.0,0.0,0.0,0.0,0.0,0,0,20.0,1
STL,SFO,2013,4,1,4.0,-24,33.0,67.0,8.0,50.0,54.0,28.0,33.0,50.0,35.0,23.0,21.0,74.0,0.0,0.0,0.0,0.0,0,0,-20.0,-1
TAM,ARI,2013,4,1,-2.5,-3,75.0,58.0,38.0,49.0,0.0,54.0,17.0,42.0,26.0,76.0,34.0,24.0,0.0,0.0,0.0,0.0,0,0,-5.5,-1
TEN,NYJ,2013,4,1,-3.5,25,50.0,58.0,54.0,53.0,1.0,70.0,75.0,42.0,54.0,71.0,35.0,78.0,0.0,0.0,0.0,0.0,0,0,21.5,1
WAS,OAK,2013,4,0,-4.0,10,42.0,67.0,34.0,10.0,66.0,6.0,58.0,58.0,63.0,48.0,14.0,51.0,0.0,0.0,0.0,0.0,0,0,6.0,1
ARI,CAR,2013,5,1,3.0,16,21.0,53.0,21.0,99.0,37.0,32.0,67.0,49.0,69.0,79.0,0.0,54.0,0.0,0.0,0.0,0.0,0,0,19.0,1
ATL,NYJ,2013,5,1,-10.5,-2,21.0,73.0,23.0,80.0,76.0,13.0,71.0,27.0,50.0,94.0,38.0,66.0,0.0,0.0,0.0,0.0,0,0,-12.5,-1
BAL,MIA,2013,5,0,2.5,3,64.0,40.0,11.0,64.0,43.0,47.0,50.0,0.0,23.0,73.0,37.0,15.0,0.0,0.0,0.0,0.0,0,0,5.5,1
BUF,CLE,2013,5,0,4.0,-13,64.0,47.0,69.0,47.0,14.0,26.0,71.0,7.0,19.0,95.0,40.0,61.0,0.0,0.0,0.0,0.0,0,0,-9.0,-1
CAR,ARI,2013,5,0,-3.0,-16,67.0,49.0,69.0,79.0,0.0,54.0,21.0,53.0,21.0,99.0,37.0,32.0,0.0,0.0,0.0,0.0,0,0,-19.0,-1
CHI,NOR,2013,5,1,1.5,-8,14.0,80.0,43.0,65.0,37.0,26.0,57.0,40.0,23.0,58.0,87.0,72.0,0.0,0.0,0.0,0.0,0,0,-6.5,-1
CIN,NWE,2013,5,1,1.0,7,36.0,73.0,24.0,73.0,38.0,49.0,36.0,73.0,51.0,66.0,37.0,46.0,0.0,0.0,0.0,0.0,0,0,8.0,1
CLE,BUF,2013,5,1,-4.0,13,71.0,7.0,19.0,95.0,40.0,61.0,64.0,47.0,69.0,47.0,14.0,26.0,0.0,0.0,0.0,0.0,0,0,9.0,1
DAL,DEN,2013,5,1,9.0,-3,71.0,60.0,36.0,96.0,35.0,11.0,50.0,87.0,48.0,100.0,100.0,5.0,0.0,0.0,0.0,0.0,0,0,6.0,1
DEN,DAL,2013,5,0,-9.0,3,50.0,87.0,48.0,100.0,100.0,5.0,71.0,60.0,36.0,96.0,35.0,11.0,0.0,0.0,0.0,0.0,0,0,-6.0,-1
DET,GNB,2013,5,0,9.5,-13,36.0,100.0,32.0,60.0,72.0,31.0,38.0,31.0,53.0,79.0,81.0,8.0,0.0,0.0,0.0,0.0,0,0,-3.5,-1
GNB,DET,2013,5,1,-9.5,13,38.0,31.0,53.0,79.0,81.0,8.0,36.0,100.0,32.0,60.0,72.0,31.0,0.0,0.0,0.0,0.0,0,0,3.5,1
HOU,SFO,2013,5,0,4.5,-31,64.0,47.0,58.0,57.0,55.0,100.0,57.0,53.0,55.0,61.0,16.0,73.0,0.0,0.0,0.0,0.0,0,0,-26.5,-1
IND,SEA,2013,5,1,3.0,6,64.0,53.0,68.0,64.0,28.0,68.0,50.0,33.0,64.0,62.0,20.0,73.0,0.0,0.0,0.0,0.0,0,0,9.0,1
JAX,STL,2013,5,0,11.0,-14,29.0,0.0,1.0,0.0,3.0,56.0,36.0,47.0,0.0,35.0,44.0,39.0,0.0,0.0,0.0,0.0,0,0,-3.0,-1
KAN,TEN,2013,5,0,-3.0,9,100.0,47.0,49.0,52.0,29.0,74.0,71.0,60.0,48.0,73.0,12.0,60.0,0.0,0.0,0.0,0.0,0,0,6.0,1
MIA,BAL,2013,5,1,-2.5,-3,50.0,0.0,23.0,73.0,37.0,15.0,64.0,40.0,11.0,64.0,43.0,47.0,0.0,0.0,0.0,0.0,0,0,-5.5,-1
NOR,CHI,2013,5,0,-1.5,8,57.0,40.0,23.0,58.0,87.0,72.0,14.0,80.0,43.0,65.0,37.0,26.0,0.0,0.0,0.0,0.0,0,0,6.5,1
NWE,CIN,2013,5,0,-1.0,-7,36.0,73.0,51.0,66.0,37.0,46.0,36.0,73.0,24.0,73.0,38.0,49.0,0.0,0.0,0.0,0.0,0,0,-8.0,-1
NYG,PHI,2013,5,1,-1.5,-15,0.0,27.0,7.0,47.0,50.0,34.0,43.0,27.0,100.0,48.0,47.0,0.0,0.0,0.0,0.0,0.0,0,0,-16.5,-1
NYJ,ATL,2013,5,0,10.5,2,71.0,27.0,50.0,94.0,38.0,66.0,21.0,73.0,23.0,80.0,76.0,13.0,0.0,0.0,0.0,0.0,0,0,12.5,1
